label,nb_universites
HUISMES,1
ECLOSE-BADINIÈRES,1
BÉVENAIS,1
BILIEU,1
BIZONNES,1
BRESSON,1
CHANTESSE,1
CHARANCIEU,1
CHÉLIEU,1
COGNIN-LES-GORGES,1
COLOMBE,1
MONTSEVEROUX,1
PACT,1
PLAN,1
PRIMARETTE,1
SAINT-LAURENT-EN-GÂTINES,1
MORAND,1
MONTJOIRE,1
MONTHODON,1
ARGY,1
ARTHON,1
ECUEILLÉ,1
ETRECHET,1
JEU-LES-BOIS,1
MONTIPOURET,1
MOSNAY,1
ORSENNES,1
PÉRASSAY,1
ROUSSINES,1
SAINT-AOÛT,1
CLUIS,1
COINGS,1
SAINT-DENIS-DE-JOUHET,1
SAINT-GENOU,1
SAINTE-LIZAIGNE,1
SÉGRY,1
THENAY,1
CUZION,1
POULAINES,1
SAINT-BENOÎT-DU-SAULT,1
SAINT-EPAIN,1
DRUYE,1
VILLEPERDUE,1
CROTELLES,1
REVEL-TOURDAN,1
SAINT-AGNIN-SUR-BION,1
SAINT-ANDRÉ-EN-ROYANS,1
SAINT-AUPRE,1
MONTROND,1
ETREPIGNEY,1
ORCHAMPS,1
VILLETTE-LÈS-DOLE,1
VITREUX,1
LA LOYE,1
MONTBARREY,1
ARSURE-ARSURETTE,1
MARNOZ,1
PLEURE,1
RUFFEY-SUR-SEILLE,1
COURBOUZON,1
COURLANS,1
MACORNAY,1
TRENAL,1
CHEVIGNY,1
BREVANS,1
GREDISANS,1
JOUHE,1
VAUX-LÈS-SAINT-CLAUDE,1
LA RIXOUSE,1
CHAMBLAY,1
SAINT-GOR,1
SARBAZAN,1
SAINT-GEIN,1
CROTENAY,1
ANDELOT-EN-MONTAGNE,1
VADANS,1
VILLETTE-DE-VIENNE,1
SAINT-BLAISE-DU-BUIS,1
SAINT-DIDIER-DE-BIZONNES,1
SAINT-JEAN-D'AVELANNE,1
SAINTE-MARIE-D'ALLOIX,1
SAINT-MURY-MONTEYMOND,1
SAINT-PAUL-DE-VARCES,1
SAINT-PIERRE-DE-MÉSAGE,1
SAINT-SULPICE-DES-RIVOIRES,1
SARDIEU,1
SAVAS-MÉPIN,1
VILLENEUVE-DE-MARC,1
VOUREY,1
LA CHAILLEUSE,1
CHAMROUSSE,1
BEAUVOIR-DE-MARC,1
LUZINAY,1
AUBERIVES-SUR-VARÈZE,1
ROYBON,1
ROMAGNIEU,1
JANNEYRIAS,1
SAINT-LOTHAIN,1
SELLIÈRES,1
PLAINOISEAU,1
CESANCEY,1
CHASSIGNOLLES,1
CELON,1
VILLEGOUIN,1
SAINT-SEURIN-DE-BOURG,1
BAURECH,1
BUDOS,1
CAPIAN,1
CIVRAC-EN-MÉDOC,1
COUQUÈQUES,1
CUBZAC-LES-PONTS,1
CUSSAC-FORT-MÉDOC,1
DIEULIVOL,1
LABARDE,1
LAMOTHE-LANDERRON,1
LALANDE-DE-POMEROL,1
MAZION,1
LES PEINTURES,1
POMEROL,1
ROAILLAN,1
SAINT-ANDRÉ-ET-APPELLES,1
SAINT-ANDRONY,1
SAINTE-CROIX-DU-MONT,1
SAINT-ETIENNE-DE-LISSE,1
SAINTE-FOY-LA-LONGUE,1
SAINT-GIRONS-D'AIGUEVIVES,1
SAINT-MARTIN-DE-SESCAS,1
SAINT-MICHEL-DE-RIEUFRET,1
SAINT-MORILLON,1
SAINT-PHILIPPE-D'AIGUILLE,1
ARCINS,1
FRÉGOUVILLE,1
BOULAUR,1
PONLAT-TAILLEBOURG,1
NOUEILLES,1
ROQUEFORT-SUR-GARONNE,1
SAINT-ELIX-LE-CHÂTEAU,1
SAINT-FÉLIX-LAURAGAIS,1
SALEICH,1
SÉNARENS,1
VIGOULET-AUZIL,1
VILLENEUVE-DE-RIVIÈRE,1
AURIAC-SUR-VENDINELLE,1
MONTGEARD,1
PUYDANIEL,1
LAURAËT,1
TERRAUBE,1
MONFORT,1
MONTESTRUC-SUR-GERS,1
ORDAN-LARROQUE,1
POMPIAC,1
SAINT-ANTOINE,1
SAINT-MONT,1
SARRANT,1
SÉGOUFIELLE,1
SEMPESSERRE,1
SIMORRE,1
SOLOMIAC,1
SAINT-ROMAIN-LA-VIRVÉE,1
SALAUNES,1
VEUIL,1
SAUGON,1
LIGNAN-SUR-ORB,1
FONTÈS,1
PORTIRAGNES,1
MONTBAZIN,1
PINET,1
AIGNE,1
CAZOULS-D'HÉRAULT,1
BUZIGNARGUES,1
SAINT-BAUZILLE-DE-LA-SYLVE,1
BEAUCÉ,1
CHASNÉ-SUR-ILLET,1
CLAYES,1
SAINT-RÉMY-DU-PLAIN,1
SAINT-SULPICE-DES-LANDES,1
SAINT-UNIAC,1
MONDEVERT,1
SOUGÉAL,1
VERGÉAL,1
SAINT-MÉDARD-SUR-ILLE,1
LANGAN,1
MUEL,1
LA CHAPELLE-DE-BRAIN,1
TAILLIS,1
LE PETIT-FOUGERAY,1
URCIERS,1
SAINT-JEAN-DE-BUÈGES,1
SAINT-GENIÈS-DE-FONTEDIT,1
SAINT-FÉLIX-DE-LODEZ,1
LISTRAC-MÉDOC,1
TAILLECAVAT,1
VALEYRAC,1
DONNEZAC,1
PESSAC-SUR-DORDOGNE,1
GAURIAC,1
SAINT-YZAN-DE-SOUDIAC,1
ANGLADE,1
SAINT-SULPICE-DE-FALEYRENS,1
EYNESSE,1
VERDELAIS,1
VIRELADE,1
PUYBARBAN,1
CASTELNAU-DE-GUERS,1
AUMES,1
BASSAN,1
BRISSAC,1
CAMPAGNAN,1
CRUZY,1
POILHES,1
SAINT-ETIENNE-D'ALBAGNAN,1
VALFLAUNÈS,1
VENDRES,1
VILLETELLE,1
LA SALVETAT-SUR-AGOUT,1
LA CHAPELLE-THOUARAULT,1
ANDOUILLÉ-NEUVILLE,1
TRANZAULT,1
MARSAT,1
PARDINES,1
PONTGIBAUD,1
PIERRIC,1
LA ROCHE-NOIRE,1
SAINT-DIÉRY,1
SAINT-JEAN-DES-OLLIÈRES,1
SAINT-SANDOUX,1
SAURIER,1
SAUVAGNAT-SAINTE-MARTHE,1
SUGÈRES,1
TRÉZIOUX,1
LE VERNET-CHAMÉANE,1
VILLOSSANGES,1
JOZE,1
SAINT-ANDRÉ-LE-COQ,1
SAINT-SYLVESTRE-PRAGOULIN,1
RUFFIGNÉ,1
JOZERAND,1
SOULVACHE,1
CHAMPS,1
SAINT-GENÈS-DU-RETZ,1
MESQUER,1
ARCONSAT,1
CHABRELOCHE,1
RIS,1
MÉNÉTROL,1
MALINTRAT,1
NESLES,1
LACHAUX,1
LICQUES,1
VAULX-VRAUCOURT,1
BURBURE,1
NORRENT-FONTES,1
BAINCTHUN,1
CAMPAGNE-LÈS-GUINES,1
FORTEL-EN-ARTOIS,1
SAINT-LÉGER,1
BEUVREQUEN,1
BOUIN-PLUMOISON,1
AYETTE,1
LEDINGHEM,1
EPS,1
HAMBLAIN-LES-PRÉS,1
BROMONT-LAMOTHE,1
LA CHAPELLE-GLAIN,1
CEYSSAT,1
COMPAINS,1
CONDAT-LÈS-MONTBOISSIER,1
LE CREST,1
CULHAT,1
DOMAIZE,1
ECHANDELYS,1
EGLISOLLES,1
FOURNOLS,1
LE BREUIL-SUR-COUZE,1
VISCOMTAT,1
NOHANENT,1
MONTEL-DE-GELAT,1
AUDAUX,1
IDAUX-MENDY,1
LABASTIDE-MONRÉJEAU,1
LABASTIDE-VILLEFRANCHE,1
LÉREN,1
BRICY,1
RÉBÉNACQ,1
RIUPEYROUS,1
SAINT-PÉ-DE-LÉREN,1
SAUVELADE,1
SERRES-MORLAÀS,1
CHARSONVILLE,1
BANCA,1
BEYRIE-SUR-JOYEUSE,1
CASTÉTIS,1
GABAT,1
GURS,1
ISTURITS,1
MACAYE,1
MÉHARIN,1
MENDIVE,1
TAVERS,1
SUS,1
TARSACQ,1
URT,1
CHARMONT-EN-BEAUCE,1
ARBOUET-SUSSAUTE,1
LA SELLE-EN-HERMOY,1
BARINQUE,1
COUDES,1
VARENNES-CHANGY,1
SAINT-PÈRE-SUR-LOIRE,1
CERNOY-EN-BERRY,1
SAINT-ETIENNE-SUR-USSON,1
INGRANNES,1
DURTOL,1
JOUY-LE-POTIER,1
ARTIGUELOUTAN,1
AUSSEVIELLE,1
BOIGNY-SUR-BIONNE,1
BOU,1
SAINT-HILAIRE-LES-ANDRÉSIS,1
BIELLE,1
BORDÈRES,1
PAUCOURT,1
BOUMOURT,1
BUZIET,1
UZAN,1
DORDIVES,1
VIELLESÉGURE,1
BOUZY-LA-FORÊT,1
CHARRITTE-DE-BAS,1
BAZOCHES-SUR-LE-BETZ,1
PETIT-AUVERNÉ,1
MARCONNELLE,1
SAINT-CIERGE-LA-SERRE,1
CABARIOT,1
CHALMAZEL-JEANSAGNIÈRE,1
CHERIER,1
SAINT-DENIS-D'OLÉRON,1
ECHILLAIS,1
ARPHEUILLES,1
BANNEGON,1
BOULLERET,1
NEUVY-LE-BARROIS,1
CUZIEU,1
SAVIGNY-EN-SANCERRE,1
THAUVENAY,1
VEAUGUES,1
BERRY-BOUY,1
MÉRY-ÈS-BOIS,1
PIGNY,1
SAINT-ELOY-DE-GY,1
SAINT-GEORGES-SUR-LA-PRÉE,1
SAINTE-THORETTE,1
MAREUIL-SUR-ARNON,1
NEUVY-SUR-BARANGEON,1
SAINT-HILAIRE-DE-COURT,1
CHASSAGNES,1
CHAVANIAC-LAFAYETTE,1
SAINT-JEAN-DE-NAY,1
SANSSAC-L'EGLISE,1
MAZERAY,1
BRIE-SOUS-ARCHIAC,1
AMES,1
SAINT-ROMAIN-LA-MOTTE,1
LA GRIPPERIE-SAINT-SYMPHORIEN,1
TARENTAISE,1
LÉOVILLE,1
VALEILLE,1
VENDRANGES,1
CRAM-CHABAN,1
VÉRANNE,1
LES ESSARDS,1
VERRIÈRES-EN-FOREZ,1
VILLERS,1
GENOUILLÉ,1
BREUIL-LA-RÉORTE,1
CHAILLEVETTE,1
CHAMPAGNOLLES,1
CLAM,1
MARINGES,1
ANGOULINS,1
ARCHIAC,1
BENON,1
BOIS,1
BOISREDON,1
SAINT-RÉGIS-DU-COIN,1
MESCHERS-SUR-GIRONDE,1
MONTVERDUN,1
USSON-EN-FOREZ,1
VESDUN,1
CÉAUX-D'ALLÈGRE,1
AUBINGES,1
CHOMELIX,1
SADROC,1
CUBLAC,1
MANSAC,1
BEYSSAC,1
MONTGIBAUD,1
CUREMONTE,1
TURENNE,1
VIGEOIS,1
PERPEZAC-LE-NOIR,1
CHAUMEIL,1
MESTES,1
SAINT-PARDOUX-LE-VIEUX,1
SEILHAC,1
CHANTEIX,1
ORLIAC-DE-BAR,1
ROSIERS-D'EGLETONS,1
SOUDEILLES,1
LIGINIAC,1
LAVAU-SUR-LOIRE,1
FAVARS,1
SAINT-GERMAIN-LES-VERGNES,1
CORNIL,1
MOUSTIER-VENTADOUR,1
BUGEAT,1
MERLINES,1
SAINT-AULAIRE,1
AYEN,1
SAINT-JEAN-LACHALM,1
SAVIGNY-EN-SEPTAINE,1
JULLIANGES,1
LOYE-SUR-ARNON,1
SAINT-GEORGES-LAGRICOL,1
GARIGNY,1
NEUVY-DEUX-CLOCHERS,1
SANCERGUES,1
AZÉRAT,1
ESPALEM,1
LE CHÂTELET,1
SAINT-JUST-PRÈS-BRIOUDE,1
SAINT-HILAIRE-EN-LIGNIÈRES,1
VÉZÉZOUX,1
VERGEZAC,1
MEILLANT,1
QUEYRIÈRES,1
COURS-LES-BARRES,1
CUFFY,1
GRAÇAY,1
BENGY-SUR-CRAON,1
PRÉVERANGES,1
RAUCOULES,1
BELLEVILLE-SUR-LOIRE,1
VALLENAY,1
MARÇAIS,1
ENGENVILLE,1
VANNES-SUR-COSSON,1
LAMAGDELAINE,1
JUILLEY,1
DIGOSVILLE,1
FEUGÈRES,1
SAINT-ANDRÉ-DE-L'EPINE,1
ZINSWILLER,1
SAINT-GEORGES-D'ELLE,1
SAINTE-SUZANNE-SUR-VIRE,1
SAINT-LAURENT-DE-TERREGATTE,1
SAINT-GEORGES-MONTCOCQ,1
MONSWILLER,1
SAINT-AMAND-VILLAGES,1
SAUSSEMESNIL,1
SAINT-JEAN-LE-THOMAS,1
CAMPROND,1
HAUTEVILLE-LA-GUICHARD,1
HEUGUEVILLE-SUR-SIENNE,1
HAUTEVILLE-SUR-MER,1
MONTMARTIN-SUR-MER,1
SAINT-CLAIR-SUR-L'ELLE,1
BARFLEUR,1
LES LOGES-MARCHIS,1
KOLBSHEIM,1
BERSTHEIM,1
BREITENAU,1
LUPSTEIN,1
MONTAIGU-LA-BRISETTE,1
SAINT-PLANCHERS,1
MUSSIG,1
LAURESSES,1
CÉAUX,1
OFFWILLER,1
BÉGROLLES-EN-MAUGES,1
HUTTENDORF,1
BATZENDORF,1
OSTHOFFEN,1
RINGENDORF,1
HOHENGOEFT,1
LOIRÉ,1
SAINT-NABOR,1
COSSWILLER,1
LE COUDRAY-MACOUARD,1
HERBSHEIM,1
ROSSFELD,1
LIMERSHEIM,1
BOURGHEIM,1
MOULIHERNE,1
SAINT-PAUL-DU-BOIS,1
ARTOLSHEIM,1
BRICQUEVILLE-SUR-MER,1
COUDEVILLE-SUR-MER,1
OTTERSWILLER,1
UHRWILLER,1
ROCHEVILLE,1
BINDERNHEIM,1
SAINT-MARTIN-DE-BONFOSSÉ,1
SOMMERAU,1
BESNEVILLE,1
NORDHEIM,1
SURTAINVILLE,1
SAINT-HILAIRE-LE-GRAND,1
VAL-DE-VESLE,1
VILLERS-MARMERY,1
RODEREN,1
TRAUBACH-LE-BAS,1
BENNWIHR,1
CONDÉ-SUR-MARNE,1
NEUWILLER,1
LA CHAUSSÉE-SUR-MARNE,1
FLEURY-LA-RIVIÈRE,1
CRAMANT,1
MAILLY-CHAMPAGNE,1
BOUZY,1
HEIMERSDORF,1
REININGUE,1
LIÈPVRE,1
COUVROT,1
PFAFFENHEIM,1
LEYMEN,1
WENTZWILLER,1
ROSENAU,1
ORBEY,1
LAUTENBACHZELL,1
UFFHEIM,1
ETEIMBES,1
NOGENT-L'ABBESSE,1
MOURMELON-LE-PETIT,1
DONTRIEN,1
HEIDWILLER,1
FERMANVILLE,1
SAINT-FROMOND,1
PONTAUBAULT,1
SAINT-PIERRE-DE-SEMILLY,1
MUTTERSHOLTZ,1
PONT-HÉBERT,1
MERXHEIM,1
HAMBYE,1
BRIX,1
FROENINGEN,1
CERISY-LA-FORÊT,1
DURRENENTZEN,1
CHAMPFLEURY,1
CAROLLES,1
MUNTZENHEIM,1
BANNES,1
ESCHBACH-AU-VAL,1
CHARLEVILLE,1
GUNSBACH,1
METZERAL,1
BERRU,1
SOULTZEREN,1
BOUY,1
VOGELGRUN,1
ROPPENHEIM,1
CHANTELOUP-LES-BOIS,1
HEIDOLSHEIM,1
MONCLAR,1
CAPVERN,1
PINAS,1
UGLAS,1
CALAVANTÉ,1
PEYRAUBE,1
SAINT-SAUVEUR-DE-MEILHAN,1
MARCELLUS,1
VIANNE,1
XAINTRAILLES,1
LAMARQUE-PONTACQ,1
SAINT-CAPRAIS-DE-LERM,1
SAINT-LAURENT-DE-NESTE,1
BLANQUEFORT-SUR-BRIOLANCE,1
TRIE-SUR-BAÏSE,1
HAUTEFAGE-LA-TOUR,1
GAVAUDUN,1
POUYASTRUC,1
SAINT-ANTOINE-DE-FICALBA,1
HIIS,1
LAYRISSE,1
BOUDY-DE-BEAUREGARD,1
ARCIZAC-ADOUR,1
ALLEZ-ET-CAZENEUVE,1
ORINCLES,1
GRANGES-SUR-LOT,1
LABORDE,1
VIELLE-ADOUR,1
ANGOS,1
TRESPOUX-RASSIELS,1
LIVERNON,1
MERCUÈS,1
MONTDOUMERC,1
PUYOÔ,1
PAYRIGNAC,1
CUZAC,1
ANDOINS,1
DOUELLE,1
FAJOLES,1
FONTANES,1
TOUR-DE-FAURE,1
BÉDUER,1
POUEYFERRÉ,1
BELFORT-DU-QUERCY,1
BRENGUES,1
ASCARAT,1
LANNE,1
LOUCRUP,1
LASLADES,1
LEYME,1
SOUYEAUX,1
SAINT-LAURENT-LES-TOURS,1
BOÔ-SILHEN,1
ESTILLAC,1
MONBAHUS,1
MOMÈRES,1
ITTERSWILLER,1
TOMBEBOEUF,1
SAINT-GERMAIN-DE-CALBERTE,1
VILLEFORT,1
BOURG-MADAME,1
VENTALON EN CÉVENNES,1
EGAT,1
FONT-ROMEU-ODEILLO-VIA,1
TARGASONNE,1
ANGOUSTRINE-VILLENEUVE-DES-ESCALDES,1
LA CHAPELLE-SAINT-LAUD,1
LE PERTHUS,1
CHAMBELLAY,1
LA JAILLE-YVON,1
OSSÉJA,1
CERNUSSON,1
LOURESSE-ROCHEMENIER,1
LA BREILLE-LES-PINS,1
MONTREUIL-SUR-MAINE,1
BOURG-L'EVÊQUE,1
SAINT-MELAINE-SUR-AUBANCE,1
VILLEBERNIER,1
OBERROEDERN,1
DRACHENBRONN-BIRLENBACH,1
HUNSPACH,1
SCHLEITHAL,1
MITTELBERGHEIM,1
SAINT-LAURENT-DE-CERDANS,1
GORGES DU TARN CAUSSES,1
TERRATS,1
CORBÈRE,1
SAINT-BARTHÉLEMY-D'AGENAIS,1
BOUGLON,1
CLERMONT-DESSOUS,1
FRÉGIMONT,1
CABANAC,1
GUÉRIN,1
CASTELNAU-MAGNOAC,1
LACÉPÈDE,1
MONCRABEAU,1
MONHEURT,1
PUCH-D'AGENAIS,1
LA LLAGONNE,1
LLAURO,1
MONT-LOUIS,1
BRUCH,1
LAUZUN,1
ALLEMANS-DU-DROPT,1
SAINT-JEAN-LASSEILLE,1
CAUBEYRES,1
VILLENEUVE-LA-RIVIÈRE,1
LACHAMP-RIBENNES,1
MOISSAC-VALLÉE-FRANÇAISE,1
RODÈS,1
PIED-DE-BORNE,1
GRÉZAC,1
LA GRÈVE-SUR-MIGNON,1
PLASSAY,1
VILLASAVARY,1
LA NOË-BLANCHE,1
TUCHAN,1
SAINT-M'HERVÉ,1
QUÉBRIAC,1
LES ALBRES,1
AUZITS,1
BRUSQUE,1
GALGAN,1
LA COUVERTOIRADE,1
LA CRESSE,1
LACROIX-BARREZ,1
LASSOUTS,1
LIVINHAC-LE-HAUT,1
MARTIEL,1
RIVIÈRE-SUR-TARN,1
BOISGERVILLY,1
RODELLE,1
LA VILLE-ÈS-NONAIS,1
SAINT-AMANS-DES-COTS,1
SAINT-IZAIRE,1
SAINT-JEAN-DELNOUS,1
SAINT-LAURENT-D'OLT,1
SAINT-LÉONS,1
SAINT-VICTOR-ET-MELVIEU,1
TOULONJAC,1
COMBLESSAC,1
CHELUN,1
CHAMPAGNIER,1
BARBAIRA,1
MONTBRUN-DES-CORBIÈRES,1
SAINT-GERMAIN-DU-PINEL,1
PARAZA,1
PAULIGNE,1
PEYRIAC-DE-MER,1
PARIGNÉ,1
PREIXAN,1
PUGINIER,1
RUSTIQUES,1
SAINTE-COLOMBE-SUR-L'HERS,1
SAINT-OUEN-DES-ALLEUX,1
VILLELONGUE-D'AUDE,1
TEILLAY,1
VILLESÈQUE-DES-CORBIÈRES,1
VILLESPY,1
SOUILHANELS,1
TRÉVÉRIEN,1
SOUILHE,1
LE CROUAIS,1
MARCILLÉ-RAOUL,1
VILLENEUVE-MINERVOIS,1
PLESDER,1
LAURE-MINERVOIS,1
SAINT-MALO-DE-PHILY,1
MAS-SAINTES-PUELLES,1
VAUREILLES,1
VIMENET,1
SAINT-THUAL,1
VIGOUX,1
BELCODÈNE,1
BERTHENAY,1
VILLANDRY,1
NEUILLÉ-LE-LIERRE,1
SAINTE-CATHERINE-DE-FIERBOIS,1
SAINT-AUBIN-LE-DÉPEINT,1
PONT-DE-RUAN,1
LE BOULAY,1
AUZOUER-EN-TOURAINE,1
VILLIERS-AU-BOUIN,1
THIZAY,1
CANGEY,1
LUSSAULT-SUR-LOIRE,1
MOSNES,1
POCÉ-SUR-CISSE,1
SAINT-OUEN-LES-VIGNES,1
SAINT-RÈGLE,1
LUZILLÉ,1
CIVRAY-DE-TOURAINE,1
CHANÇAY,1
LIGNIÈRES-DE-TOURAINE,1
CHEILLÉ,1
SAINT-ETIENNE-DE-CHIGNY,1
SAINT-BRANCHS,1
METTRAY,1
BEAURECUEIL,1
THEVET-SAINT-JULIEN,1
LUANT,1
LE NAYRAC,1
CHAILLAC,1
LA CAPELLE-BLEYS,1
AMBRAULT,1
BAUDRES,1
ARVIEU,1
HEUGNES,1
MOYRAZÈS,1
ALRANCE,1
CAMPUAC,1
LANGÉ,1
LOUROUER-SAINT-LAURENT,1
MALICORNAY,1
DUN-LE-POËLIER,1
SÉBRAZAC,1
LE MONASTÈRE,1
LA CHÂTRE-LANGLIN,1
SAINT-CHRISTOPHE-EN-BAZELLE,1
VERSOLS-ET-LAPEYRE,1
SAINT-CHRISTOPHE-EN-BOUCHERIE,1
PIERREFICHE,1
SAINTE-SÉVÈRE-SUR-INDRE,1
COUPIAC,1
TENDU,1
MOUHET,1
MALVES-EN-MINERVOIS,1
MAILHAC,1
LAURAGUEL,1
FLIZE,1
VACQUIÈRES,1
JOANNAS,1
LA GRANDE-MOTTE,1
COLOMBIER-LE-VIEUX,1
POUZOLLES,1
PÉRET,1
ROMPON,1
LÉZIGNAN-LA-CÈBE,1
CHAMBONAS,1
CARIGNAN,1
BAIRON ET SES ENVIRONS,1
MATTON-ET-CLÉMENCY,1
HOULDIZY,1
TOURBES,1
REMILLY-AILLICOURT,1
AIGLEMONT,1
NEUVILLE-LÈS-THIS,1
NÉBIAN,1
PRIX-LÈS-MÉZIÈRES,1
FAGNON,1
SAINTE-CROIX-DE-QUINTILLARGUES,1
BAZEILLES,1
DONCHERY,1
RANCENNES,1
GLAIRE,1
SATURARGUES,1
SALASC,1
SAINT-PONS-DE-MAUCHIENS,1
FAUGÈRES,1
BÉLARGA,1
PRANLES,1
SAINT-DIDIER-SOUS-AUBENAS,1
SAINT-MICHEL-DE-BOULOGNE,1
CÉBAZAN,1
MONTPEZAT-SOUS-BAUZON,1
SILHAC,1
LABATIE-D'ANDAURE,1
COULOBRES,1
ARRAS-SUR-RHÔNE,1
ECLASSAN,1
GLUIRAS,1
SAINT-HILAIRE-DE-BEAUVOIR,1
FRAISSE-SUR-AGOUT,1
ALBOUSSIÈRE,1
LA SOUCHE,1
BERZÈME,1
NEFFIÈS,1
ARLEBOSC,1
LALOUVESC,1
PRÉMIAN,1
ROQUEBRUN,1
SAINT-BAUZILLE-DE-MONTMEL,1
SAINT-ETIENNE-DE-GOURGAS,1
POMÉROLS,1
VERNAJOUL,1
LASSERRE-DE-PROUILLE,1
ARIGNAC,1
VAUCHASSIS,1
SAINT-PERN,1
TALENSAC,1
LUSIGNY-SUR-BARSE,1
LANDREVILLE,1
PAYNS,1
LA RIVIÈRE-DE-CORPS,1
VILLE-SOUS-LA-FERTÉ,1
RUVIGNY,1
ALAIGNE,1
BAGNOLES,1
BOURIÈGE,1
LANDAVRAN,1
CAMPLONG-D'AUDE,1
MARPIRÉ,1
MONTREUIL-SOUS-PÉROUSE,1
CASCASTEL-DES-CORBIÈRES,1
CAUX-ET-SAUZENS,1
CAVES,1
COUFFOULENS,1
CRUSCADES,1
LA CHAPELLE-ERBRÉE,1
LA DOMINELAIS,1
FONTIÈS-D'AUDE,1
EANCÉ,1
VALLANT-SAINT-GEORGES,1
TORVILLIERS,1
SAVIÈRES,1
BRÉCÉ,1
ARNAVE,1
ARTIGAT,1
LES BORDES-SUR-ARIZE,1
CASTILLON-EN-COUSERANS,1
CRAMPAGNA,1
DALOU,1
DUN,1
LESCURE,1
MASSAT,1
LES PUJOLS,1
SOULAN,1
SAINT-MARTIN-D'OYDES,1
ROMAZY,1
SAINT-PAUL-DE-JARRAT,1
CARLA-DE-ROQUEFORT,1
CHARNY-LE-BACHOT,1
LANGOUET,1
COUVIGNON,1
LE MINIHIC-SUR-RANCE,1
FONTVANNES,1
MESNIL-SELLIÈRES,1
PAIMPONT,1
PARTHENAY-DE-BRETAGNE,1
ROSIÈRES-PRÈS-TROYES,1
BURCIN,1
LA CHAPELLE-DE-SURIEU,1
PISANY,1
PUYRÉAUX,1
CHARMÉ,1
COURCÔME,1
CARCARÈS-SAINTE-CROIX,1
LE TÂTRE,1
SAINT-BONNET,1
SALLES-DE-BARBEZIEUX,1
BUNZAC,1
CHAMPIGNY-EN-BEAUCE,1
MARILLAC-LE-FRANC,1
FOSSÉ,1
LUNAY,1
LES ADJOTS,1
MESLAND,1
MERPINS,1
MONTRIEUX-EN-SOLOGNE,1
SALLES-D'ANGLES,1
PONTLEVOY,1
SAINT-DYÉ-SUR-LOIRE,1
SAINT-JEAN-FROIDMENTEL,1
SAINT-JULIEN-SUR-CHER,1
LINARS,1
GENSAC-LA-PALLUE,1
CHASSORS,1
CHASSENON,1
VILLEMARDY,1
VILLOGNON,1
DOUZAT,1
CHARNÈCLES,1
ASNIÈRES-SUR-NOUÈRE,1
BANOS,1
LADINHAC,1
LAROQUEVIEILLE,1
LASCELLE,1
BENQUET,1
HAUT-MAUCO,1
URGONS,1
BASSIGNAC,1
MAURRIN,1
CASSANIOUZE,1
AUBAGNAN,1
HORSARRIEU,1
LACRABE,1
SAIGNES,1
BOURRIOT-BERGONCE,1
VABRES,1
TALLER,1
VEBRET,1
VIELLE-SAINT-GIRONS,1
VIEUX-BOUCAU-LES-BAINS,1
BÉNESSE-MAREMNE,1
MÉES,1
VERDILLE,1
POMAREZ,1
BELLEVIGNE,1
EXIDEUIL-SUR-VIENNE,1
ALLOUE,1
SAINT-MAURICE-DES-LIONS,1
VERTEUIL-SUR-CHARENTE,1
SAINT-MARTIAL-SUR-NÉ,1
GRAMMOND,1
ROCHE-EN-FOREZ,1
SAINT-CLÉMENT-DES-BALEINES,1
OUCHES,1
SAINT-DIZANT-DU-GUA,1
PÉRIGNEUX,1
SAINT-JEAN-D'ANGLE,1
PINAY,1
SAINT-JEAN-DE-LIVERSAY,1
POMMIERS-EN-FOREZ,1
MAROLS,1
MONTCHAL,1
MAGNEUX-HAUTE-RIVE,1
SABLONCEAUX,1
GRÉZOLLES,1
SAINT-CHRISTOPHE,1
L'HÔPITAL-LE-GRAND,1
SAINT-CIERS-CHAMPAGNE,1
JONZIEUX,1
VERGEROUX,1
VIRSON,1
YVES,1
MONTROY,1
SAINT-MARCEL-DE-FÉLINES,1
ESSERTINES-EN-DONZY,1
ESSERTINES-EN-CHÂTELNEUF,1
COUTOUVRE,1
ECHEBRUNE,1
LACHAISE,1
LANDES,1
CORMERAY,1
CHÉRAC,1
CHÂTILLON-SUR-CHER,1
VILLARS-EN-PONS,1
LOULAY,1
BRIZAMBOURG,1
MEURSAC,1
SAINT-SIMON-DE-PELLOUAILLE,1
SAINT-CÉSAIRE,1
ARTHUN,1
SAINT-ANDRÉ-DE-LIDON,1
FLÉAC-SUR-SEUGNE,1
BARD,1
MONTILS,1
LE CERGNE,1
LE DOUHET,1
CHAGNON,1
SAINT-VAIZE,1
CHAMBLES,1
VÉNÉRAND,1
CIVENS,1
CLEPPÉ,1
GIOU-DE-MAMOU,1
AURICE,1
AUDIGNON,1
SAINT-AUBIN-D'ARQUENAY,1
ANJOU,1
ASSIEU,1
LA FLACHÈRE,1
SAINT-DIDIER-DE-LA-TOUR,1
LINGÈVRES,1
SUBLES,1
VAL DE DRÔME,1
SAINTE-MARGUERITE-D'ELLE,1
GRAYE-SUR-MER,1
LONGUES-SUR-MER,1
SOMMERVIEU,1
BELLENGREVILLE,1
FRÉNOUVILLE,1
MOULINS EN BESSIN,1
BRÉZINS,1
LE FRESNE-CAMILLY,1
CHÈZENEUVE,1
SAINT-GATIEN-DES-BOIS,1
CULIN,1
COURTONNE-LA-MEURDRAC,1
HERMIVAL-LES-VAUX,1
LE BREUIL-EN-AUGE,1
COQUAINVILLIERS,1
